banner_width,banner_height,app_bundle,inventory_source,hour_of_day_utc,value
,,com.gramgames.tenten,PULSEPOINT,20,0.8605302853764822
,,com.gramgames.tenten,PULSEPOINT,21,0.636080530507681
,,com.gramgames.tenten,PULSEPOINT,22,0.7880435155955657
,,com.gramgames.tenten,RUBICON,18,0.4150146970215327
,,com.gsn.android.tripeaks,OPENX,16,1.480315379193577
,,com.gsn.android.tripeaks,OPENX,21,0.2858406539708999
,,com.h8games.helixjump,RUBICON,18,0.09901160613046592
,,com.h8games.helixjump,RUBICON,19,0.09901160613046592
,,com.h8games.helixjump,RUBICON,20,0.163204639966976
,,com.h8games.helixjump,RUBICON,21,0.10118811597569581
,,com.h8games.helixjump,UNITY,11,0.11781269532248588
,,com.h8games.helixjump,UNITY,12,0.1306982572675679
,,com.h8games.helixjump,UNITY,14,0.21310004958914835
,,com.h8games.helixjump,UNITY,15,0.4851573035240756
,,com.h8games.helixjump,UNITY,16,0.33700570083366566
,,com.h8games.helixjump,UNITY,17,0.3083796856068547
,,com.h8games.helixjump,UNITY,18,0.14614863494971086
,,com.h8games.helixjump,UNITY,19,0.15768563891794832
,,com.h8games.helixjump,UNITY,20,0.16339342114283795
,,com.h8games.helixjump,UNITY,21,0.20960565821158592
,,com.h8games.helixjump,UNITY,22,0.2592073163814046
,,com.handcent.app.nextsms,PULSEPOINT,16,0.2749633467408614
,,com.handcent.app.nextsms,PULSEPOINT,17,0.03787444721421003
,,com.handcent.app.nextsms,PULSEPOINT,18,0.02081663935723614
,,com.handcent.app.nextsms,PULSEPOINT,19,0.8608799012527512
,,com.handcent.app.nextsms,PULSEPOINT,20,0.2000817160431018
,,com.handcent.app.nextsms,RUBICON,18,0.023034843613901113
,,com.handmark.sportcaster,RUBICON,12,1.1049789216082273
,,com.handmark.sportcaster,RUBICON,15,3.113587229509882
,,com.handmark.sportcaster,RUBICON,16,3.032659684125914
,,com.handmark.sportcaster,RUBICON,17,2.5697057603290694
,,com.handmark.sportcaster,RUBICON,18,2.9692440112028864
,,com.handmark.sportcaster,RUBICON,19,2.6584901247946324
,,com.handmark.sportcaster,RUBICON,20,2.622727934259641
,,com.handmark.sportcaster,RUBICON,21,2.622727934259641
,,com.handmark.sportcaster,RUBICON,22,0.5958577168468038
,,com.handmark.sportcaster,SPOTX,16,4.169559963089597
,,com.handmark.sportcaster,SPOTX,17,3.7751296912840777
,,com.handmark.sportcaster,SPOTX,18,2.887529983899636
,,com.handmark.sportcaster,SPOTX,19,3.5194347177097263
,,com.handmark.sportcaster,SPOTX,20,2.9944233581366375
,,com.handmark.sportcaster,SPOTX,21,2.808550031119747
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,14,0.23246798712756414
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,15,0.043469725571393815
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,16,0.06033132156857606
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,17,0.051758188596258206
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,18,0.0397361755008799
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,19,0.037546892191272
,,com.health.lab.drink.water.tracker,GOOGLE_ADX,21,0.21071387220807042
,,com.home.workout.health.fit.abs,AERSERV,17,0.1324950302326214
,,com.home.workout.health.fit.abs,GOOGLE_ADX,10,0.11509425216300176
,,com.home.workout.health.fit.abs,GOOGLE_ADX,13,0.17975911916190213
,,com.home.workout.health.fit.abs,GOOGLE_ADX,14,0.732200186480163
,,com.home.workout.health.fit.abs,GOOGLE_ADX,15,0.5254889350719048
,,com.home.workout.health.fit.abs,GOOGLE_ADX,16,0.6554535935481086
,,com.home.workout.health.fit.abs,GOOGLE_ADX,17,0.03780750123216045
,,com.home.workout.health.fit.abs,GOOGLE_ADX,18,0.02435083818191408
,,com.home.workout.health.fit.abs,GOOGLE_ADX,19,0.027426658685036295
,,com.home.workout.health.fit.abs,GOOGLE_ADX,20,0.15421064574279353
,,com.home.workout.health.fit.abs,GOOGLE_ADX,21,0.15391892952984554
,,com.home.workout.health.fit.abs,RUBICON,10,0.7526975997356201
,,com.home.workout.health.fit.abs,RUBICON,11,0.6924435755990139
,,com.home.workout.health.fit.abs,RUBICON,12,0.7816011229451835
,,com.home.workout.health.fit.abs,RUBICON,13,0.7729364125583771
,,com.home.workout.health.fit.abs,RUBICON,14,0.8362007786070509
,,com.home.workout.health.fit.abs,RUBICON,15,0.7985968003534252
,,com.home.workout.health.fit.abs,RUBICON,16,0.7912361941683311
,,com.home.workout.health.fit.abs,RUBICON,17,0.5717788902754637
,,com.home.workout.health.fit.abs,RUBICON,18,0.43767132339794024
,,com.home.workout.health.fit.abs,RUBICON,19,0.5644369649012303
,,com.home.workout.health.fit.abs,RUBICON,20,0.7210738322631793
,,com.home.workout.health.fit.abs,RUBICON,21,0.7270362319634236
,,com.home.workout.health.fit.abs,RUBICON,22,0.4379471991330929
,,com.icenta.sudoku.ui,PULSEPOINT,15,0.0
,,com.imgur.mobile,RUBICON,10,2.0064229102350075
,,com.imgur.mobile,RUBICON,11,1.118378276661893
,,com.imgur.mobile,RUBICON,12,0.7932398340077447
,,com.imgur.mobile,RUBICON,13,1.3016597308922346
,,com.imgur.mobile,RUBICON,14,1.1905671295212195
,,com.imgur.mobile,RUBICON,15,1.0084703427659267
,,com.imgur.mobile,RUBICON,16,0.3768933909122878
,,com.imgur.mobile,RUBICON,17,0.4948386522260777
,,com.imgur.mobile,RUBICON,18,0.055854458997085
,,com.internet.radio.fm.podcast,GOOGLE_ADX,15,1.3722283092920713
,,com.internet.radio.fm.podcast,GOOGLE_ADX,16,0.09021981467407654
,,com.internet.radio.fm.podcast,GOOGLE_ADX,17,0.04430298736794159
,,com.internet.radio.fm.podcast,PULSEPOINT,15,0.635141493713298
,,com.internet.radio.fm.podcast,PULSEPOINT,16,0.05785880482654082
,,com.iposedon.bricksbreakerballs,GOOGLE_ADX,15,1.8031996648915165
,,com.iposedon.bricksbreakerballs,GOOGLE_ADX,16,0.3084673171508112
,,com.iposedon.bricksbreakerballs,GOOGLE_ADX,19,0.17824722975515356
,,com.iposedon.bricksbreakerballs,GOOGLE_ADX,20,1.9580528503663566
,,com.iposedon.bricksbreakerballs,GOOGLE_ADX,21,0.9737922868041582
,,com.kudo.icecrush,GOOGLE_ADX,15,1.018236618612974
,,com.kudo.icecrush,GOOGLE_ADX,16,1.4529253205210408
,,com.kudo.icecrush,GOOGLE_ADX,17,0.16886120412135486
,,com.kudo.icecrush,GOOGLE_ADX,18,1.5823221151582856
,,com.kudo.icecrush,GOOGLE_ADX,19,0.09870554198285293
,,com.lulo.scrabble.classicwords,PULSEPOINT,15,0.901989125005805
,,com.lulo.scrabble.classicwords,PULSEPOINT,16,1.6126620613517588
,,com.lulo.scrabble.classicwords,PULSEPOINT,17,1.1726390082262799
,,com.lulo.scrabble.classicwords,PULSEPOINT,18,0.41954174828919866
,,com.lulo.scrabble.classicwords,PULSEPOINT,19,0.6852245978162064
,,com.lulo.scrabble.classicwords,PULSEPOINT,20,0.40522783492244185
,,com.lulo.scrabble.classicwords,PULSEPOINT,21,0.4571443434134572
,,com.lulo.scrabble.classicwords,RUBICON,18,1.3381978569154207
,,com.merriamwebster,PULSEPOINT,15,0.8023823863873266
,,com.merriamwebster,PULSEPOINT,16,0.9033046604045439
,,com.merriamwebster,PULSEPOINT,17,0.026531674542331657
,,com.miniclip.bowmasters,PULSEPOINT,15,1.285158557157178
,,com.miniclip.bowmasters,PULSEPOINT,16,1.3218238775749553
,,com.miniclip.bowmasters,PULSEPOINT,17,1.0639239587246485
,,com.miniclip.bowmasters,PULSEPOINT,18,0.8638124158443773
,,com.miniclip.bowmasters,PULSEPOINT,19,0.8862348894063611
,,com.miniclip.bowmasters,PULSEPOINT,20,0.9441114128603917
,,com.miniclip.bowmasters,PULSEPOINT,21,0.8598936567256887
,,com.miniclip.bowmasters,PULSEPOINT,22,0.7262472891813762
,,com.miniclip.bowmasters,RUBICON,19,0.15620537178327515
,,com.miniclip.eightballpool,OPENX,11,0.15287881993160418
,,com.miniclip.eightballpool,OPENX,13,0.11466797607655109
,,com.miniclip.eightballpool,OPENX,14,0.1546329958768835
,,com.miniclip.eightballpool,OPENX,15,0.40165156886173936
,,com.miniclip.eightballpool,OPENX,16,0.8297185653622368
,,com.miniclip.eightballpool,OPENX,17,0.6086071772735707
,,com.miniclip.eightballpool,OPENX,19,0.4449714406860076
,,com.miniclip.eightballpool,OPENX,20,0.15666990166659828
,,com.miniclip.eightballpool,OPENX,21,0.2549082101100285
,,com.mobilityware.freecell,GOOGLE_ADX,21,0.23280370674733156
,,com.mobilityware.freecell,PULSEPOINT,15,0.6867778707427568
,,com.mobilityware.freecell,RUBICON,10,0.7057008226383568
,,com.mobilityware.freecell,RUBICON,11,0.8481996773277193
,,com.mobilityware.freecell,RUBICON,12,0.8431573331872859
,,com.mobilityware.freecell,RUBICON,13,0.9777284461640148
,,com.mobilityware.freecell,RUBICON,14,1.096451885730215
,,com.mobilityware.freecell,RUBICON,15,1.0929151420484984
,,com.mobilityware.freecell,RUBICON,16,1.085587190959651
,,com.mobilityware.freecell,RUBICON,17,0.817666524372241
,,com.mobilityware.freecell,RUBICON,18,0.5490293735532408
,,com.mobilityware.freecell,RUBICON,19,0.6116466295462728
,,com.mobilityware.freecell,RUBICON,20,0.6511071830604522
,,com.mobilityware.freecell,RUBICON,21,0.6170070884701188
,,com.mobilityware.freecell,RUBICON,22,0.14178532409548744
,,com.mobilityware.solitaire,GOOGLE_ADX,14,0.021655243510895605
,,com.mobilityware.solitaire,GOOGLE_ADX,18,0.012117118425602588
,,com.mobilityware.solitaire,GOOGLE_ADX,20,0.08197408474974056
,,com.mobilityware.solitaire,OPENX,11,0.12600516769755746
,,com.mobilityware.solitaire,OPENX,12,0.13735556596102189
,,com.mobilityware.solitaire,OPENX,13,0.11122031042593383
,,com.mobilityware.solitaire,OPENX,14,0.1518348386125627
,,com.mobilityware.solitaire,OPENX,15,0.2401086432506741
,,com.mobilityware.solitaire,OPENX,16,0.04144830758757598
,,com.mobilityware.solitaire,OPENX,17,0.06711480829013708
,,com.mobilityware.solitaire,OPENX,18,0.06792734716686691
,,com.mobilityware.solitaire,OPENX,19,0.3003337028140653
,,com.mobilityware.solitaire,OPENX,20,0.11965694414556727
,,com.mobilityware.solitaire,OPENX,21,0.14719203029319178
,,com.mobilityware.solitaire,PULSEPOINT,15,1.0993112551803028
,,com.mobilityware.solitaire,PULSEPOINT,16,1.1775050738918478
,,com.mobilityware.solitaire,PULSEPOINT,17,0.896432625285662
,,com.mobilityware.solitaire,PULSEPOINT,18,0.3279450310569567
,,com.mobilityware.solitaire,PULSEPOINT,19,0.8697835103762638
,,com.mobilityware.solitaire,PULSEPOINT,20,0.34317745702145164
,,com.mobilityware.solitaire,RUBICON,11,0.8779843565807437
,,com.mobilityware.solitaire,RUBICON,13,1.7202846496909299
,,com.mobilityware.solitaire,RUBICON,14,1.217398602030977
,,com.mobilityware.solitaire,RUBICON,17,0.13118114172282513
,,com.mobilityware.solitaire,RUBICON,18,0.1063846566297398
,,com.mobilityware.solitaire,RUBICON,19,0.06812335689171647
,,com.mobilityware.solitaire,RUBICON,20,0.42468157797285516
,,com.mobilityware.solitaire,TREMOR,18,0.23683183747059822
,,com.mobilityware.solitaire,TREMOR,19,0.12116130557614384
,,com.mobilityware.solitaire,TREMOR,20,0.19458551719867362
,,com.mobilityware.solitaire,TREMOR,21,0.19458551719867362
,,com.mobilityware.spider,OPENX,12,0.37555605034817696
,,com.mobilityware.spider,OPENX,14,0.409966358055868
,,com.mobilityware.spider,OPENX,15,0.5890614048390261
,,com.mobilityware.spider,OPENX,16,0.523526541706538
,,com.mobilityware.spider,OPENX,17,0.1354178266260443
,,com.mobilityware.spider,OPENX,18,0.4325753904520135
,,com.mobilityware.spider,OPENX,19,0.723058086626365
,,com.mobilityware.spider,OPENX,20,0.35395490300919275
,,com.mobilityware.spider,OPENX,21,0.30449696509024643
,,com.mobilityware.spider,PULSEPOINT,15,1.202253751752883
,,com.mobilityware.spider,RUBICON,10,2.9101931335043725
,,com.mobilityware.spider,RUBICON,11,3.3105586247001915
,,com.mobilityware.spider,RUBICON,12,3.765627318876431
,,com.mobilityware.spider,RUBICON,13,3.7671923837148213
,,com.mobilityware.spider,RUBICON,14,4.370883077771573
,,com.mobilityware.spider,RUBICON,15,4.0696010165528165
,,com.mobilityware.spider,RUBICON,16,4.226731261482961
,,com.mobilityware.spider,RUBICON,17,1.9338720897290347
,,com.mobilityware.spider,RUBICON,18,1.655273679491525
,,com.mobilityware.spider,RUBICON,19,1.9649253587982571
,,com.mobilityware.spider,RUBICON,20,2.4842538395964935
,,com.mobilityware.spider,RUBICON,21,2.4842538395964935
,,com.mobilityware.spider,RUBICON,22,0.7445350518085658
,,com.mobilityware.spider,SMARTADSERVER,10,0.30281504254593183
,,com.mobilityware.spider,SMARTADSERVER,11,0.21629636342499406
,,com.mobilityware.spider,SMARTADSERVER,14,0.4984621069602688
,,com.mobilityware.spider,SMARTADSERVER,15,0.5808435959234548
,,com.mobilityware.spider,SMARTADSERVER,16,0.36676342931242545
,,com.mobilityware.spider,TREMOR,18,0.39034232628949966
,,com.mobilityware.spider,TREMOR,21,0.09189522207469636
,,com.myfitnesspal.android,PULSEPOINT,14,1.5272618067652877
,,com.myfitnesspal.android,PULSEPOINT,15,1.0640878853592182
,,com.myfitnesspal.android,PULSEPOINT,16,1.0273767672209138
,,com.myfitnesspal.android,PULSEPOINT,17,0.9457320730539219
,,com.myfitnesspal.android,PULSEPOINT,18,0.35720990426056776
,,com.myfitnesspal.android,PULSEPOINT,19,0.8009657371897636
,,com.myfitnesspal.android,PULSEPOINT,20,0.29015102400953396
,,com.myyearbook.m,OPENX,11,0.0
,,com.myyearbook.m,PULSEPOINT,15,1.233550421222194
,,com.myyearbook.m,PULSEPOINT,16,1.374938393093191
,,com.myyearbook.m,PULSEPOINT,17,1.2548540375753396
,,com.myyearbook.m,PULSEPOINT,18,1.1150384914030949
,,com.myyearbook.m,PULSEPOINT,19,1.3531198934804456
,,com.myyearbook.m,PULSEPOINT,20,1.487656944944914
,,com.myyearbook.m,PULSEPOINT,21,1.514962567288261
,,com.myyearbook.m,PULSEPOINT,22,0.43363252103225597
,,com.myyearbook.m,RUBICON,15,0.1307752664309697
,,com.myyearbook.m,RUBICON,16,0.12032301343156694
,,com.myyearbook.m,RUBICON,17,0.10677283500591747
,,com.myyearbook.m,RUBICON,18,0.07747631756994164
,,com.myyearbook.m,RUBICON,19,0.07845159669700504
,,com.narvii.amino.master,GOOGLE_ADX,12,0.14224698589295684
,,com.narvii.amino.master,GOOGLE_ADX,14,0.29486780313045935
,,com.narvii.amino.master,GOOGLE_ADX,15,0.738793839484134
,,com.narvii.amino.master,GOOGLE_ADX,16,0.7393368848037469
,,com.narvii.amino.master,GOOGLE_ADX,17,0.4713653928177973
,,com.narvii.amino.master,GOOGLE_ADX,18,0.3618457574503557
,,com.narvii.amino.master,GOOGLE_ADX,19,0.5535749439780984
,,com.narvii.amino.master,GOOGLE_ADX,20,0.19366933124066738
,,com.narvii.amino.master,PULSEPOINT,19,0.015892872844778347
,,com.narvii.amino.master,PULSEPOINT,20,1.2637651907681349
,,com.narvii.amino.master,PULSEPOINT,21,0.5203271032040391
,,com.narvii.amino.master,RUBICON,12,0.029284226921299818
,,com.narvii.amino.master,RUBICON,13,0.03255357488809705
,,com.narvii.amino.master,RUBICON,19,0.026839581965432638
,,com.naver.linewebtoon,PULSEPOINT,15,0.6597952751424097
,,com.naver.linewebtoon,PULSEPOINT,16,1.1803088176175414
,,com.naver.linewebtoon,PULSEPOINT,17,1.1298849791257317
,,com.naver.linewebtoon,PULSEPOINT,18,0.5311391040065834
,,com.naver.linewebtoon,PULSEPOINT,19,0.5382696430776129
,,com.naver.linewebtoon,PULSEPOINT,20,0.3939007239711544
,,com.naver.linewebtoon,RUBICON,13,0.6717967243061395
,,com.naver.linewebtoon,RUBICON,14,0.31371237120304657
,,com.naver.linewebtoon,RUBICON,18,0.8623100837566183
,,com.naver.linewebtoon,RUBICON,19,0.029074858905751576
,,com.ninegag.android.app,PULSEPOINT,15,0.041552900797223694
,,com.ninegag.android.app,PULSEPOINT,16,1.0315539965522724
,,com.ninegag.android.app,PULSEPOINT,17,0.6323968305763109
,,com.ninegag.android.app,PULSEPOINT,18,0.6086498956279229
,,com.ninegag.android.app,PULSEPOINT,19,0.3475454632978379
,,com.ninegag.android.app,PULSEPOINT,20,0.035632372492849215
,,com.ninegag.android.app,PULSEPOINT,21,0.32286033839827766
,,com.nomonkeys.ballblast,OPENX,16,0.128571738444346
,,com.nomonkeys.ballblast,OPENX,19,0.2763805619221434
,,com.nomonkeys.ballblast,OPENX,20,0.1952013984222759
,,com.nomonkeys.ballblast,OPENX,21,0.08270071379126065
,,com.nomonkeys.ballblast,RUBICON,18,0.025637235607498372
,,com.peoplefun.wordstacks,PULSEPOINT,15,0.7039407687748527
,,com.peoplefun.wordstacks,PULSEPOINT,16,0.7324768859922555
,,com.peoplefun.wordstacks,PULSEPOINT,17,0.5246047033287249
,,com.peoplefun.wordstacks,PULSEPOINT,18,0.2156021518380366
,,com.peoplefun.wordstacks,PULSEPOINT,19,0.039161206866635
,,com.peoplefun.wordstacks,PULSEPOINT,20,0.438611004473189
,,com.peoplefun.wordstacks,PULSEPOINT,21,0.4513959403380047
,,com.peoplefun.wordstacks,PULSEPOINT,22,0.5072539719349869
,,com.picsart.studio,PULSEPOINT,12,0.016533073128775225
,,com.picsart.studio,PULSEPOINT,13,0.32918245486978576
,,com.picsart.studio,PULSEPOINT,14,0.06853197696568546
,,com.picsart.studio,PULSEPOINT,15,0.3000717462097557
,,com.picsart.studio,PULSEPOINT,16,0.26470496679484556
,,com.picsart.studio,PULSEPOINT,17,0.2514731122147332
,,com.picsart.studio,PULSEPOINT,18,0.2973607227025171
,,com.picsart.studio,PULSEPOINT,19,0.38127050796964634
,,com.picsart.studio,PULSEPOINT,20,0.5561394183755719
,,com.picsart.studio,PULSEPOINT,21,0.6240174385701838
,,com.picsart.studio,PULSEPOINT,22,0.11520528553574377
,,com.picsart.studio,RUBICON,18,0.6807080579611444
,,com.picsart.studio,RUBICON,19,0.02144066981994058
,,com.picsart.studio,RUBICON,21,0.48018650696233045
,,com.picsart.studio,RUBICON,22,0.09195561753079545
,,com.pixel.art.coloring.color.number,GOOGLE_ADX,15,1.4596385474241766
,,com.pixel.art.coloring.color.number,GOOGLE_ADX,16,0.09902279548056275
,,com.pixel.art.coloring.color.number,GOOGLE_ADX,17,0.07811900154704457
,,com.pixel.art.coloring.color.number,OPENX,16,0.5415727769760871
,,com.pixel.art.coloring.color.number,OPENX,17,0.03452210033046142
,,com.pixel.art.coloring.color.number,OPENX,18,0.045888505830980114
,,com.pixel.art.coloring.color.number,OPENX,19,0.2963863131991918
,,com.pixel.art.coloring.color.number,PULSEPOINT,15,0.10633493564265616
,,com.pixel.art.coloring.color.number,PULSEPOINT,16,0.2870550339881966
,,com.pixel.art.coloring.color.number,PULSEPOINT,17,0.3066005545368042
,,com.pixel.art.coloring.color.number,PULSEPOINT,18,0.22480280818673676
,,com.pixel.art.coloring.color.number,PULSEPOINT,19,0.3181429515033424
,,com.pixel.art.coloring.color.number,PULSEPOINT,20,0.23059689985356285
,,com.pixel.art.coloring.color.number,PULSEPOINT,21,0.13867190157608283
,,com.pixel.art.coloring.color.number,PULSEPOINT,22,0.03546615814920219
,,com.pixel.art.coloring.color.number,RUBICON,13,1.174937910200509
,,com.pixel.art.coloring.color.number,RUBICON,14,1.0811764467026053
,,com.pixel.art.coloring.color.number,RUBICON,16,1.273689850963763
,,com.playgendary.kickthebuddy,RUBICON,15,1.6542418341786547
,,com.playgendary.kickthebuddy,RUBICON,16,0.9304489591758907
,,com.playgendary.kickthebuddy,RUBICON,17,0.566816972669538
,,com.playgendary.kickthebuddy,RUBICON,18,0.6212038757221903
,,com.playgendary.kickthebuddy,RUBICON,19,0.663361162385437
,,com.playgendary.kickthebuddy,RUBICON,20,0.24163341614905218
,,com.playgendary.kickthebuddy,RUBICON,21,0.24163341614905218
,,com.playgendary.tom,RUBICON,17,1.0002779420620493
,,com.playgendary.tom,RUBICON,19,0.9757419167306991
,,com.playgendary.tom,RUBICON,20,0.33224700937232265
,,com.playgendary.tom,UNITY,16,3.011764717091183
,,com.podcast.podcasts,PULSEPOINT,10,0.2271128718021012
,,com.podcast.podcasts,PULSEPOINT,11,0.2258984368093741
,,com.podcast.podcasts,PULSEPOINT,12,0.23149001097712218
,,com.podcast.podcasts,PULSEPOINT,13,0.21863472357464922
,,com.podcast.podcasts,PULSEPOINT,14,0.22725372056170745
,,com.podcast.podcasts,PULSEPOINT,15,0.3354142283249258
,,com.podcast.podcasts,PULSEPOINT,16,0.5344300827466925
,,com.podcast.podcasts,PULSEPOINT,17,0.6655394033498038
,,com.podcast.podcasts,PULSEPOINT,18,0.4671066538332206
,,com.podcast.podcasts,PULSEPOINT,19,0.5255123148878607
,,com.podcast.podcasts,PULSEPOINT,20,0.19272744685403725
,,com.podcast.podcasts,PULSEPOINT,21,0.1694346712338567
,,com.podcast.podcasts,PULSEPOINT,22,0.13768760784361672
,,com.rovio.baba,UNITY,15,2.112556175591606
,,com.rovio.baba,UNITY,16,2.0862036154167116
,,com.scopely.wheeloffortune,PULSEPOINT,11,0.025313973114090303
,,com.scopely.wheeloffortune,PULSEPOINT,15,1.0939830617142188
,,com.scopely.wheeloffortune,PULSEPOINT,16,1.2549597442993627
,,com.scopely.wheeloffortune,PULSEPOINT,17,1.0688240333919883
,,com.scopely.wheeloffortune,PULSEPOINT,18,0.8455402198243831
,,com.scopely.wheeloffortune,PULSEPOINT,19,0.9357186396284031
,,com.scopely.wheeloffortune,PULSEPOINT,20,1.1346246294252758
,,com.scopely.wheeloffortune,PULSEPOINT,21,1.0778367537493296
,,com.scopely.wheeloffortune,PULSEPOINT,22,0.3791883459285669
,,com.scopely.wheeloffortune,RUBICON,17,0.11585837505581915
,,com.scopely.wheeloffortune,RUBICON,18,0.6764960717926816
,,com.scopely.wheeloffortune,RUBICON,19,0.0226875975726168
,,com.scopely.yux,RUBICON,14,0.18839988753482084
,,com.scopely.yux,RUBICON,17,0.16894552320521317
,,com.scopely.yux,RUBICON,18,0.15218271038606687
,,com.sega.sonicdash,GOOGLE_ADX,15,5.999216390995258
,,com.sega.sonicdash,GOOGLE_ADX,16,4.838219731737088
,,com.sega.sonicdash,GOOGLE_ADX,17,4.07154332420318
,,com.sega.sonicdash,GOOGLE_ADX,18,3.789027317064441
,,com.sega.sonicdash,GOOGLE_ADX,19,4.603731867251551
,,com.sega.sonicdash,GOOGLE_ADX,21,1.01080109141635
,,com.sega.sonicdash,PULSEPOINT,15,5.608081505637742
,,com.sega.sonicdash,PULSEPOINT,21,1.7673713816196213
,,com.sega.sonicdash,RUBICON,18,0.0
,,com.sega.sonicdash,RUBICON,19,0.0
,,com.sgn.pandapop.gp,OPENX,14,0.1124988434394243
,,com.sgn.pandapop.gp,OPENX,16,0.3775986312675178
,,com.sgn.pandapop.gp,OPENX,19,0.12402075121073
,,com.sgn.pandapop.gp,OPENX,20,0.2547255788185547
,,com.sgn.pandapop.gp,RUBICON,12,0.23360650079912196
,,com.sgn.pandapop.gp,RUBICON,13,0.25814040925706966
,,com.sgn.pandapop.gp,RUBICON,14,0.49225805164845926
,,com.sgn.pandapop.gp,RUBICON,15,0.5208247255466032
,,com.sgn.pandapop.gp,RUBICON,16,0.5147047364462461
,,com.sgn.pandapop.gp,RUBICON,17,0.27721251886898773
,,com.sgn.pandapop.gp,RUBICON,18,0.17947223393478484
,,com.sgn.pandapop.gp,RUBICON,19,0.17547569699773735
,,com.sgn.pandapop.gp,RUBICON,20,0.22454298113986618
,,com.sgn.pandapop.gp,RUBICON,21,0.23291244787584547
,,com.sgn.pandapop.gp,RUBICON,22,0.07638173928139648
,,com.slacker.radio,PULSEPOINT,15,1.4436888576283742
,,com.slacker.radio,PULSEPOINT,17,0.8893123837245749
,,com.slacker.radio,PULSEPOINT,18,1.2092343235546918
,,com.slacker.radio,PULSEPOINT,19,0.7159178238365803
,,com.slacker.radio,PULSEPOINT,20,0.7676249611837018
,,com.slacker.radio,PULSEPOINT,21,0.79687760041706
,,com.slacker.radio,RUBICON,15,0.2829399492693075
,,com.slacker.radio,RUBICON,16,0.22498842350631607
,,com.slacker.radio,RUBICON,18,0.2847792109370285
,,com.slacker.radio,RUBICON,19,0.2218736784011537
,,com.slacker.radio,RUBICON,20,1.9325281578929652
,,com.spacegame.basic5,OPENX,14,0.2957415409028376
,,com.spacegame.basic5,OPENX,18,0.48121303728778103
,,com.spacegame.basic5,OPENX,19,0.203665846803913
,,com.spacegame.solitaire.basic,OPENX,11,0.15533346032580372
,,com.spacegame.solitaire.basic,OPENX,14,0.21648148686811136
,,com.spacegame.solitaire.basic,OPENX,15,0.2923704183546708
,,com.spacegame.solitaire.basic,OPENX,16,0.27087631851266214
,,com.spacegame.solitaire.basic,OPENX,17,0.04383648500096373
,,com.spacegame.solitaire.basic,OPENX,18,0.029419888707744247
,,com.spacegame.solitaire.basic,OPENX,20,0.14847584710280182
,,com.spacegame.solitaire.basic,OPENX,21,0.15221822446259256
,,com.talkatone.android,PULSEPOINT,10,1.472821607840145
,,com.talkatone.android,PULSEPOINT,12,0.04192872972725578
,,com.talkatone.android,PULSEPOINT,13,0.43751945471652715
,,com.talkatone.android,PULSEPOINT,15,2.1839899785481287
,,com.talkatone.android,PULSEPOINT,16,1.057947546165734
,,com.talkatone.android,PULSEPOINT,17,1.5375763626242187
,,com.talkatone.android,PULSEPOINT,18,0.32070557895070895
,,com.talkatone.android,PULSEPOINT,19,1.7405381386739889
,,com.talkatone.android,PULSEPOINT,20,0.27268392450995027
,,com.talkatone.android,PULSEPOINT,21,0.49719164519945735
,,com.tesseractmobile.solitairefreepack,PULSEPOINT,15,0.7117665803005145
,,com.tesseractmobile.solitairefreepack,PULSEPOINT,16,1.3649238944409017
,,com.tesseractmobile.solitairefreepack,PULSEPOINT,17,0.35404604909576715
,,com.tesseractmobile.solitairefreepack,PULSEPOINT,18,0.22480436040824114
,,com.thechive,PULSEPOINT,20,0.027809636923375826
,,com.thechive,RUBICON,18,0.6348287190801039
,,com.thechive,RUBICON,19,0.1832533857542581
,,com.tripledot.solitaire,GOOGLE_ADX,12,0.11814626064169201
,,com.tripledot.solitaire,GOOGLE_ADX,13,0.23267116173665867
,,com.tripledot.solitaire,GOOGLE_ADX,14,0.19552610154276376
,,com.tripledot.solitaire,GOOGLE_ADX,15,0.45822401214689457
,,com.tripledot.solitaire,GOOGLE_ADX,16,0.4017300301332143
,,com.tripledot.solitaire,GOOGLE_ADX,18,0.01340580731359109
,,com.tripledot.solitaire,PULSEPOINT,17,0.0
,,com.weather.Weather,GOOGLE_ADX,11,0.2046061657438277
,,com.weather.Weather,GOOGLE_ADX,12,0.08463386501963657
,,com.weather.Weather,GOOGLE_ADX,15,0.03832040639462476
,,com.weather.Weather,INDEX_EXCHANGE,10,0.19414242888295183
,,com.weather.Weather,INDEX_EXCHANGE,11,0.22117840585005277
,,com.weather.Weather,INDEX_EXCHANGE,12,0.260128680513234
,,com.weather.Weather,INDEX_EXCHANGE,13,0.3041575841500865
,,com.weather.Weather,INDEX_EXCHANGE,14,0.3041575841500865
,,com.weather.Weather,INDEX_EXCHANGE,15,0.43414303987689035
,,com.weather.Weather,INDEX_EXCHANGE,16,0.4650851867016041
,,com.weather.Weather,INDEX_EXCHANGE,17,0.3200931471347289
,,com.weather.Weather,INDEX_EXCHANGE,18,0.20514908425620393
